idx,age,gender,race,date,purpose
9662,26,1,0,20170117003258343.jpg.chip,0
9663,24,1,1,20170115234849261.jpg.chip,2
9664,67,1,0,20170109142541820.jpg.chip,0
9665,2,0,3,20161219225228376.jpg.chip,0
9666,25,1,1,20170112205103738.jpg.chip,0
9667,26,1,3,20170117154744110.jpg.chip,0
9668,26,1,4,20170117154327501.jpg.chip,1
9669,26,1,3,20170119193127730.jpg.chip,0
9670,28,0,3,20170119194937372.jpg.chip,0
9671,6,1,0,20170109194012135.jpg.chip,0
9672,26,1,3,20170109134328289.jpg.chip,0
9673,40,0,0,20170117134415492.jpg.chip,0
9674,26,1,2,20170109213532617.jpg.chip,0
9675,72,0,2,20170112223945402.jpg.chip,0
9676,31,0,0,20170116233154004.jpg.chip,0
9677,8,1,0,20170109202317876.jpg.chip,0
9678,22,1,4,20170103225813392.jpg.chip,0
9679,48,0,1,20170113183822367.jpg.chip,0
9680,2,0,2,20161219194123523.jpg.chip,0
9681,1,0,3,20161219224513831.jpg.chip,1
9682,28,0,0,20170117180236154.jpg.chip,1
9683,52,0,0,20170104194326928.jpg.chip,0
9684,12,1,0,20170117193148948.jpg.chip,0
9685,26,1,2,20170116180525400.jpg.chip,0
9686,35,0,4,20170116212042685.jpg.chip,0
9687,25,1,4,20161220222242243.jpg.chip,0
9688,49,0,3,20170119201611413.jpg.chip,2
9689,46,0,0,20170104205306203.jpg.chip,0
9690,3,0,0,20170110212548876.jpg.chip,2
9691,26,1,2,20170104022654101.jpg.chip,2
9692,3,1,2,20161219212214190.jpg.chip,0
9693,66,1,0,20170110140426872.jpg.chip,0
9694,27,0,2,20170116170914365.jpg.chip,0
9695,56,0,0,20170113150436903.jpg.chip,0
9696,24,1,2,20170116174415218.jpg.chip,0
9697,30,0,0,20170117204614223.jpg.chip,0
9698,52,0,0,20170111195455240.jpg.chip,2
9699,23,0,1,20170114034629665.jpg.chip,0
9700,60,0,3,20170119205318975.jpg.chip,0
9701,24,0,0,20170117150009388.jpg.chip,0
9702,30,1,3,20170117191057107.jpg.chip,0
9703,45,0,0,20170117172231908.jpg.chip,1
9704,18,1,1,20170114030334837.jpg.chip,0
9705,28,1,2,20170105162338411.jpg.chip,2
9706,26,1,0,20170117003252979.jpg.chip,0
9707,26,0,1,20170117171618235.jpg.chip,0
9708,50,1,0,20170113210319697.jpg.chip,2
9709,26,1,1,20170113012101312.jpg.chip,0
9710,16,0,0,20170110232307970.jpg.chip,0
9711,38,1,1,20170112211709309.jpg.chip,0
9712,58,0,2,20170112205513042.jpg.chip,2
9713,67,0,0,20170104213337429.jpg.chip,2
9714,22,0,3,20170119162917829.jpg.chip,0
9715,38,1,0,20170103163517069.jpg.chip,2
9716,14,0,0,20170110232544606.jpg.chip,0
9717,29,1,0,20170116213445105.jpg.chip,0
9718,52,0,0,20170104212319100.jpg.chip,0
9719,42,1,0,20170109142131660.jpg.chip,2
9720,45,0,3,20170117154205339.jpg.chip,2
9721,40,1,2,20170116164250912.jpg.chip,1
9722,36,1,0,20170116192006771.jpg.chip,0
9723,26,1,1,20170116231834520.jpg.chip,0
9724,9,0,0,20170110225142725.jpg.chip,2
9725,50,0,3,20170104220753655.jpg.chip,2
9726,55,0,0,20170117184812800.jpg.chip,0
9727,23,1,0,20170112234220808.jpg.chip,2
9728,26,1,3,20170119193147306.jpg.chip,2
9729,34,0,0,20170113142058154.jpg.chip,0
9730,35,0,2,20170116172822574.jpg.chip,2
9731,35,0,2,20170116181056835.jpg.chip,0
9732,27,0,3,20170119153330881.jpg.chip,1
9733,23,0,2,20170116172908582.jpg.chip,0
9734,51,0,0,20170120222842138.jpg.chip,0
9735,2,1,4,20170103213208251.jpg.chip,2
9736,2,0,1,20170110213721101.jpg.chip,2
9737,56,1,0,20170110141114577.jpg.chip,1
9738,58,1,0,20170120224803945.jpg.chip,0
9739,57,0,0,20170112203923347.jpg.chip,0
9740,43,1,3,20170119204701135.jpg.chip,0
9741,35,0,2,20170117154550028.jpg.chip,0
9742,54,0,3,20170119201031709.jpg.chip,0
9743,45,0,2,20170105173303117.jpg.chip,0
9744,24,1,1,20170115235714565.jpg.chip,0
9745,82,1,0,20170120133752406.jpg.chip,2
9746,27,1,3,20170119194422834.jpg.chip,0
9747,29,1,1,20170114032143096.jpg.chip,0
9748,27,0,1,20170117010109482.jpg.chip,1
9749,47,0,3,20170119205212904.jpg.chip,0
9750,65,0,0,20170111171747629.jpg.chip,0
9751,33,1,1,20170113005238142.jpg.chip,2
9752,32,0,0,20170117121634502.jpg.chip,0
9753,80,0,0,20170117173307368.jpg.chip,0
9754,29,0,2,20170117180939947.jpg.chip,0
9755,63,1,0,20170110160643845.jpg.chip,0
9756,30,1,0,20170117181400610.jpg.chip,0
9757,3,0,0,20170110213136600.jpg.chip,0
9758,35,0,0,20170117172848396.jpg.chip,2
9759,72,0,1,20170113185128016.jpg.chip,1
9760,31,1,3,20170119155508987.jpg.chip,0
9761,23,1,1,20170113010507311.jpg.chip,0
9762,32,0,0,20170117120556801.jpg.chip,0
9763,75,1,2,20170110182818569.jpg.chip,0
9764,50,0,3,20170119205546104.jpg.chip,0
9765,50,0,3,20170111222312455.jpg.chip,0
9766,28,0,1,20170117020124788.jpg.chip,2
9767,81,0,0,20170111222450939.jpg.chip,0
9768,68,0,2,20170116193554465.jpg.chip,1
9769,26,1,1,20170113012034848.jpg.chip,2
9770,70,1,0,20170110122949483.jpg.chip,0
9771,4,1,4,20161223230002625.jpg.chip,0
9772,24,0,2,20170116161844819.jpg.chip,0
9773,32,1,0,20170117134818845.jpg.chip,0
9774,36,0,3,20170119183309303.jpg.chip,0
9775,24,0,1,20170113134119424.jpg.chip,0
9776,14,1,0,20170109213522480.jpg.chip,0
9777,57,0,0,20170104212600580.jpg.chip,2
9778,55,0,0,20170111195247744.jpg.chip,0
9779,53,0,0,20170112215345416.jpg.chip,0
9780,40,0,2,20170117001148193.jpg.chip,1
9781,1,1,3,20161220143156747.jpg.chip,0
9782,52,0,3,20170104202143258.jpg.chip,2
9783,21,1,3,20170117142147306.jpg.chip,2
9784,5,0,0,20170110213118425.jpg.chip,0
9785,2,0,3,20161219225137296.jpg.chip,2
9786,29,0,0,20170104165027441.jpg.chip,2
9787,23,0,0,20170114034609023.jpg.chip,0
9788,26,0,0,20170113210127179.jpg.chip,0
9789,16,0,0,20170110231532894.jpg.chip,0
9790,50,0,0,20170111200954229.jpg.chip,0
9791,32,1,0,20170103181859185.jpg.chip,0
9792,35,1,0,20170117135330351.jpg.chip,2
9793,26,1,4,20170117174310909.jpg.chip,0
9794,35,1,4,20170117200719931.jpg.chip,0
9795,50,0,2,20170109012238306.jpg.chip,0
9796,32,1,2,20170116182311157.jpg.chip,0
9797,42,1,0,20170117183347285.jpg.chip,1
9798,30,0,0,20170117144004185.jpg.chip,1
9799,64,0,4,20170103184049701.jpg.chip,0
9800,24,1,1,20170112204601475.jpg.chip,0
9801,28,0,0,20170117202525511.jpg.chip,0
9802,26,0,2,20170116181230382.jpg.chip,2
9803,24,1,2,20170116171535446.jpg.chip,0
9804,26,1,1,20170116231923179.jpg.chip,0
9805,24,1,4,20170103235745076.jpg.chip,0
9806,2,1,0,20170109190758562.jpg.chip,0
9807,30,1,0,20170117141830737.jpg.chip,0
9808,10,0,0,20170110225246490.jpg.chip,0
9809,8,1,3,20161220222535466.jpg.chip,0
9810,30,1,1,20170113000134250.jpg.chip,2
9811,14,0,0,2017011022340900.jpg.chip,0
9812,19,1,1,20170113012937783.jpg.chip,0
9813,27,1,3,20170104232647592.jpg.chip,2
9814,21,0,4,20161223214805057.jpg.chip,1
9815,62,1,0,20170110160643798.jpg.chip,1
9816,8,1,3,20170104222709156.jpg.chip,0
9817,31,0,3,20170104232355440.jpg.chip,0
9818,24,1,3,20170104215645565.jpg.chip,0
9819,49,1,0,20170109221102358.jpg.chip,2
9820,58,0,0,20170117140820048.jpg.chip,2
9821,26,1,2,20170116180404568.jpg.chip,0
9822,1,1,3,20161220220124722.jpg.chip,0
9823,26,0,1,20170113134235602.jpg.chip,0
9824,63,0,0,20170105180938823.jpg.chip,0
9825,30,0,1,20170113133612273.jpg.chip,0
9826,35,0,1,20170117095820209.jpg.chip,2
9827,1,1,0,20170109191148861.jpg.chip,0
9828,29,1,0,20170113012607249.jpg.chip,0
9829,65,0,0,20170111195412945.jpg.chip,0
9830,51,0,0,20170116201815152.jpg.chip,0
9831,32,0,0,20170113183159286.jpg.chip,2
9832,60,1,1,20170120223635158.jpg.chip,0
9833,25,1,0,20170117143952249.jpg.chip,0
9834,24,1,2,20170116173426810.jpg.chip,0
9835,4,1,2,20161219204019100.jpg.chip,0
9836,26,0,3,20170119180750411.jpg.chip,0
9837,1,1,0,20170109192015845.jpg.chip,0
9838,65,1,0,20170110151351064.jpg.chip,1
9839,37,0,0,20170104183200979.jpg.chip,0
9840,30,0,2,20170107212049636.jpg.chip,1
9841,12,0,1,20170110224244673.jpg.chip,0
9842,36,0,3,20170119202102207.jpg.chip,2
9843,35,0,2,20170116180720126.jpg.chip,0
9844,30,1,2,20170116191316723.jpg.chip,2
9845,20,1,0,20170117171624989.jpg.chip,0
9846,22,1,3,20170104222126558.jpg.chip,0
9847,14,1,2,20170104021105972.jpg.chip,2
9848,14,0,2,20170104012412945.jpg.chip,2
9849,28,0,0,20170117202358254.jpg.chip,1
9850,21,1,3,20170104221836903.jpg.chip,0
9851,64,1,1,20170112233355207.jpg.chip,0
9852,26,1,2,20170116184452642.jpg.chip,0
9853,26,1,0,20170117174358903.jpg.chip,0
9854,49,1,0,20170109142119876.jpg.chip,1
9855,61,0,0,20170113210126560.jpg.chip,2
9856,3,1,1,20170109194527475.jpg.chip,2
9857,45,0,0,20170117171151786.jpg.chip,0
9858,30,1,1,20170112210433845.jpg.chip,0
9859,11,1,0,20170109205122664.jpg.chip,0
9860,50,1,3,20170117153134813.jpg.chip,2
9861,38,0,0,20170117135518125.jpg.chip,1
9862,60,0,0,20170104213206349.jpg.chip,0
9863,38,1,1,20170112204552523.jpg.chip,0
9864,24,1,2,20170104020818270.jpg.chip,0
9865,27,1,3,20170104222326719.jpg.chip,0
9866,24,1,2,20170116173453451.jpg.chip,1
9867,29,0,3,20170104220737116.jpg.chip,1
9868,56,0,3,20170119192008015.jpg.chip,0
9869,25,1,3,20170119172104288.jpg.chip,0
9870,22,0,1,20170113133332897.jpg.chip,0
9871,15,1,4,20170103233356803.jpg.chip,0
9872,62,1,0,20170109142055018.jpg.chip,0
9873,37,0,0,20170105172649108.jpg.chip,2
9874,40,1,1,20170113000039241.jpg.chip,0
9875,65,0,1,20170117172856561.jpg.chip,1
9876,26,1,1,20170116175425484.jpg.chip,2
9877,51,0,0,20170109134337423.jpg.chip,0
9878,25,1,3,20170117141259263.jpg.chip,2
9879,30,1,3,20170119195853443.jpg.chip,2
9880,36,1,2,20170105000458833.jpg.chip,0
9881,32,0,1,20170113182309733.jpg.chip,0
9882,25,0,3,20170119153348729.jpg.chip,0
9883,8,1,0,20170109205020218.jpg.chip,2
9884,26,0,0,20170117172201507.jpg.chip,2
9885,39,1,1,20170117154243787.jpg.chip,0
9886,26,0,0,20170113134718713.jpg.chip,0
9887,65,0,0,20170120222749697.jpg.chip,0
9888,15,1,2,20170116175234078.jpg.chip,1
9889,28,1,0,20170103182323771.jpg.chip,0
9890,89,0,3,20170105180114246.jpg.chip,0
9891,8,0,1,20170110215727788.jpg.chip,0
9892,1,0,2,20161219204958037.jpg.chip,1
9893,26,0,1,20170113135240994.jpg.chip,0
9894,39,1,1,20170113003558579.jpg.chip,2
9895,3,1,0,20170109191511657.jpg.chip,0
9896,57,1,1,20170113013059467.jpg.chip,0
9897,26,1,0,20170116234741431.jpg.chip,1
9898,62,0,3,20170104212109387.jpg.chip,0
9899,53,1,0,20170117000739940.jpg.chip,1
9900,46,0,0,20170116192656401.jpg.chip,0
9901,56,0,0,20170111195908482.jpg.chip,0
9902,17,1,0,20170102234717403.jpg.chip,0
9903,38,1,3,20170119202712862.jpg.chip,0
9904,50,0,0,20170120221409269.jpg.chip,0
9905,46,0,1,20170113175110660.jpg.chip,0
9906,39,0,1,20170117165631399.jpg.chip,0
9907,54,0,0,20170120223314300.jpg.chip,0
9908,54,0,0,20170104165859441.jpg.chip,0
9909,8,1,0,20170109202720967.jpg.chip,0
9910,26,0,1,20170116030131527.jpg.chip,0
9911,30,0,3,20170119144749349.jpg.chip,1
9912,8,0,0,20170110220552025.jpg.chip,2
9913,24,1,1,20170117022255162.jpg.chip,0
9914,26,0,4,20170116193007097.jpg.chip,1
9915,59,0,0,20170111203739692.jpg.chip,0
9916,25,0,1,20170113175652484.jpg.chip,0
9917,26,0,0,20170117172056035.jpg.chip,0
9918,36,1,1,20170112233326423.jpg.chip,0
9919,1,1,2,20161219142106376.jpg.chip,0
9920,32,1,0,20170103182408417.jpg.chip,2
9921,56,0,1,20170112223748115.jpg.chip,0
9922,43,0,3,20170119171732975.jpg.chip,0
9923,27,0,1,20170113181236631.jpg.chip,0
9924,37,0,0,20170109001555863.jpg.chip,0
9925,65,1,0,20170110141251497.jpg.chip,2
9926,58,0,0,20170104213209283.jpg.chip,0
9927,35,0,0,20170117191910468.jpg.chip,0
9928,5,0,1,20170103205158426.jpg.chip,2
9929,50,0,3,20170119204453255.jpg.chip,0
9930,28,1,2,20170116191639838.jpg.chip,2
9931,24,1,1,20170117194632596.jpg.chip,0
9932,40,1,0,20170116211621237.jpg.chip,2
9933,26,1,1,20170116021804434.jpg.chip,0
9934,1,0,3,20161219230534953.jpg.chip,1
9935,26,1,0,20170117175227641.jpg.chip,2
9936,29,1,1,20170112235043081.jpg.chip,2
9937,2,0,4,20161221195015399.jpg.chip,0
9938,26,1,3,20170117174433574.jpg.chip,2
9939,26,1,4,20170103224755416.jpg.chip,1
9940,30,0,3,20170117150038298.jpg.chip,2
9941,53,0,0,20170117190933140.jpg.chip,2
9942,26,1,2,20170116184702571.jpg.chip,0
9943,36,0,1,20170117163449077.jpg.chip,0
9944,56,1,0,20170110160643563.jpg.chip,0
9945,26,0,2,20170116175940674.jpg.chip,1
9946,58,1,1,20170113012151936.jpg.chip,0
9947,54,0,0,20170117171636100.jpg.chip,0
9948,28,1,0,20170117122007101.jpg.chip,0
9949,30,1,3,20170119204032119.jpg.chip,2
9950,34,1,1,20170116232159244.jpg.chip,2
9951,55,0,1,20170116010914457.jpg.chip,2
9952,25,0,2,20170116175215147.jpg.chip,2
9953,45,0,3,20170119201303715.jpg.chip,0
9954,2,1,0,20170109191520985.jpg.chip,0
9955,25,0,1,20170116001410569.jpg.chip,2
9956,65,0,0,20170117134804749.jpg.chip,0
9957,60,0,1,20170117163534458.jpg.chip,0
9958,28,0,2,20170116214450969.jpg.chip,0
9959,38,1,1,20170116223044761.jpg.chip,0
9960,26,0,0,20170116215521714.jpg.chip,0
9961,22,1,2,20170116165942740.jpg.chip,0
9962,21,0,1,20170116215700416.jpg.chip,0
9963,29,1,0,20170109132341425.jpg.chip,0
9964,26,1,1,20170116160509916.jpg.chip,0
9965,49,1,0,20170109220421978.jpg.chip,0
9966,3,0,0,20170110212754904.jpg.chip,0
9967,26,0,0,20170103235702988.jpg.chip,0
9968,30,0,0,20170107212036868.jpg.chip,0
9969,53,1,0,20170104184642790.jpg.chip,0
9970,39,1,1,20170112235549319.jpg.chip,0
9971,31,1,1,20170117094849113.jpg.chip,0
9972,5,1,2,20161219204056708.jpg.chip,0
9973,65,0,2,20170112223941923.jpg.chip,0
9974,26,0,4,20170103235233157.jpg.chip,0
9975,34,1,3,20170119163642029.jpg.chip,0
9976,38,1,1,20170112211132925.jpg.chip,2
9977,26,0,0,20170113210126674.jpg.chip,0
9978,39,1,0,20170105001220803.jpg.chip,0
9979,66,1,0,20170117175408412.jpg.chip,0
9980,26,1,4,20170117152642036.jpg.chip,0
9981,1,1,1,20161219155940125.jpg.chip,2
9982,22,1,3,20170119163715917.jpg.chip,0
9983,13,1,0,20170109214402325.jpg.chip,0
9984,29,0,0,20170117180951076.jpg.chip,0
9985,59,1,0,20170110141807087.jpg.chip,2
9986,45,0,1,20170113141830522.jpg.chip,0
9987,26,1,0,20170116184837899.jpg.chip,0
9988,21,1,3,20170117141517632.jpg.chip,2
9989,65,0,0,20170111200641250.jpg.chip,0
9990,1,1,3,20161220145200632.jpg.chip,0
9991,39,0,3,20170119183250588.jpg.chip,0
9992,26,0,4,20170117195459004.jpg.chip,2
9993,85,1,2,20170110175723033.jpg.chip,0
9994,1,1,0,20170109192728714.jpg.chip,1
9995,71,1,0,20170110152341109.jpg.chip,0
9996,42,1,2,20170116182210072.jpg.chip,0
9997,42,0,0,20170117171631214.jpg.chip,2
9998,38,1,3,20170119202610221.jpg.chip,2
9999,39,1,0,20170105003308781.jpg.chip,0
10000,55,0,3,20170119195823299.jpg.chip,1
10001,23,1,0,20170117144740562.jpg.chip,1
10002,24,1,0,20170103225156008.jpg.chip,0
10003,58,0,0,20170120224609760.jpg.chip,0
10004,25,0,0,20170116220630282.jpg.chip,0
10005,70,0,3,20161220221943042.jpg.chip,0
10006,1,1,0,20170109193022683.jpg.chip,2
10007,24,1,2,20170116174406776.jpg.chip,2
10008,16,1,0,20170109212548663.jpg.chip,0
10009,1,0,2,20161219204409620.jpg.chip,0
10010,22,0,0,20170104230116624.jpg.chip,0
10011,71,1,0,20170117194649889.jpg.chip,0
10012,23,0,2,20170116172904718.jpg.chip,2
10013,30,0,0,20170117130646482.jpg.chip,0
10014,26,0,0,20170117091437385.jpg.chip,0
10015,34,0,0,20170117134917423.jpg.chip,2
10016,27,1,3,20170119194422122.jpg.chip,2
10017,35,0,0,20170117170540987.jpg.chip,0
10018,11,1,0,20170109205438571.jpg.chip,0
10019,10,1,0,20170109203759972.jpg.chip,2
10020,5,0,3,20161220220613177.jpg.chip,0
10021,75,0,3,20170112224003785.jpg.chip,0
10022,51,1,1,20170112213122309.jpg.chip,0
10023,1,1,0,20170109194131667.jpg.chip,2
10024,13,1,0,20170109201102915.jpg.chip,0
10025,40,0,1,20170117134411786.jpg.chip,0
10026,26,1,3,20170119193123985.jpg.chip,0
10027,56,0,0,20170119181226587.jpg.chip,0
10028,28,0,1,20170116192822460.jpg.chip,0
10029,34,1,1,20170116165755990.jpg.chip,0
10030,24,1,0,20170116214235749.jpg.chip,0
10031,27,0,1,20170117010204286.jpg.chip,0
10032,50,0,1,20170117135045974.jpg.chip,2
10033,42,1,0,20170105164308955.jpg.chip,0
10034,26,1,0,20170103181926881.jpg.chip,0
10035,55,0,0,20170117155215077.jpg.chip,0
10036,35,1,2,20170117135409365.jpg.chip,0
10037,60,1,0,20170112231837159.jpg.chip,1
10038,30,1,0,20170117092552049.jpg.chip,0
10039,25,1,2,20170104020903060.jpg.chip,2
10040,82,1,1,20170110154342872.jpg.chip,0
10041,22,1,0,20170117141131710.jpg.chip,0
10042,19,1,3,20170119192850574.jpg.chip,2
10043,35,0,4,20170117132531670.jpg.chip,0
10044,2,0,2,20161219151420756.jpg.chip,0
10045,39,1,0,20170117154452143.jpg.chip,2
10046,17,0,0,20170113132359393.jpg.chip,2
10047,26,1,0,20170104022424245.jpg.chip,0
10048,39,0,1,20170116200533354.jpg.chip,0
10049,35,0,3,20170119201341557.jpg.chip,2
10050,17,0,0,20170110232616400.jpg.chip,1
10051,25,1,1,20170112205114916.jpg.chip,0
10052,64,1,0,20170105162511322.jpg.chip,0
10053,27,0,1,20170117012354143.jpg.chip,0
10054,70,0,0,20170117160343399.jpg.chip,0
10055,42,0,0,20170117185757210.jpg.chip,2
10056,40,0,3,20170119211711001.jpg.chip,0
10057,32,1,1,20170116012209350.jpg.chip,1
10058,1,0,0,20170109191445171.jpg.chip,0
10059,52,0,0,20170104212329500.jpg.chip,0
10060,51,1,3,20170109142223564.jpg.chip,0
10061,38,0,1,20170113142213931.jpg.chip,1
10062,24,0,0,20170117204449297.jpg.chip,0
10063,52,0,0,20170111195813450.jpg.chip,0
10064,49,0,0,20170104185843894.jpg.chip,0
10065,2,0,2,20161219151902683.jpg.chip,0
10066,42,0,2,20170104210407684.jpg.chip,0
10067,1,0,3,20161219225410225.jpg.chip,0
10068,26,0,3,20170119150517469.jpg.chip,1
10069,30,1,0,20170120220732969.jpg.chip,0
10070,2,0,2,20161219194455147.jpg.chip,0
10071,31,1,4,20170103182224513.jpg.chip,0
10072,24,1,0,20170116211912644.jpg.chip,2
10073,21,1,0,20170117142653808.jpg.chip,0
10074,26,1,4,20170117200301221.jpg.chip,0
10075,23,1,0,20170105183727831.jpg.chip,1
10076,21,1,0,20170105183508735.jpg.chip,2
10077,8,1,4,20170104005228631.jpg.chip,0
10078,55,0,0,20170104212840141.jpg.chip,0
10079,26,0,4,20170103224903432.jpg.chip,0
10080,5,0,2,20161219162450614.jpg.chip,2
10081,1,1,4,20170103205129266.jpg.chip,0
10082,37,1,4,20170117203604479.jpg.chip,0
10083,24,0,1,20170103181218960.jpg.chip,0
10084,4,0,0,20170110212814225.jpg.chip,2
10085,33,0,1,20170117173931669.jpg.chip,0
10086,32,0,3,20170117182131397.jpg.chip,0
10087,21,1,1,20170114032208983.jpg.chip,2
10088,58,0,0,20170109013804013.jpg.chip,1
10089,2,0,2,20161219222215999.jpg.chip,1
10090,4,0,2,20161219141410544.jpg.chip,2
10091,22,1,3,20170119163636742.jpg.chip,0
10092,58,0,2,20170104213251605.jpg.chip,0
10093,60,0,0,20170117192002666.jpg.chip,0
10094,17,1,0,20170104012433529.jpg.chip,0
10095,30,1,3,20170104232147226.jpg.chip,0
10096,45,0,0,20170117135648206.jpg.chip,0
10097,23,1,3,20170104222308327.jpg.chip,2
10098,25,1,2,20170116175251099.jpg.chip,0
10099,15,1,4,20170103201254359.jpg.chip,0
10100,68,1,0,20170110122621083.jpg.chip,0
10101,40,0,0,20170117135935650.jpg.chip,2
10102,47,0,0,20170117135913231.jpg.chip,1
10103,25,1,1,20170113183706142.jpg.chip,1
10104,28,1,2,20170116175308931.jpg.chip,0
10105,39,1,2,20170105170215020.jpg.chip,2
10106,52,1,0,20170110143721250.jpg.chip,0
10107,70,0,0,20170117173644159.jpg.chip,2
10108,2,0,3,20161220145331495.jpg.chip,0
10109,27,0,3,20170119193238122.jpg.chip,2
10110,40,1,0,20170116221041453.jpg.chip,1
10111,26,1,1,20170112235543761.jpg.chip,0
10112,34,1,0,20170104022106301.jpg.chip,0
10113,11,1,0,20170109204614249.jpg.chip,0
10114,18,0,4,20170105183328551.jpg.chip,0
10115,25,0,1,20170116025959945.jpg.chip,0
10116,30,1,0,20170117150834483.jpg.chip,2
10117,14,1,0,20170109203405475.jpg.chip,2
10118,26,1,2,20170116184840727.jpg.chip,0
10119,28,1,0,20170117121818523.jpg.chip,0
10120,28,0,2,20170117020805001.jpg.chip,1
10121,32,1,0,20170104165842857.jpg.chip,0
10122,40,0,0,20170117154520771.jpg.chip,0
10123,35,0,2,20170105172512670.jpg.chip,0
10124,36,0,1,20170116010623450.jpg.chip,0
10125,38,1,1,20170113184328127.jpg.chip,1
10126,65,1,0,20170110182826116.jpg.chip,2
10127,37,0,2,20170116184903745.jpg.chip,0
10128,2,1,4,20161221202503449.jpg.chip,0
10129,26,0,1,20170117195438339.jpg.chip,0
10130,24,1,1,20170113013149199.jpg.chip,0
10131,25,0,0,20170110231839623.jpg.chip,2
10132,24,1,2,20170109213251114.jpg.chip,0
10133,70,1,0,20170120222630481.jpg.chip,2
10134,28,0,4,20170109002923202.jpg.chip,2
10135,53,0,4,20170109012743281.jpg.chip,0
10136,40,1,0,20170117003453925.jpg.chip,2
10137,37,0,1,20170117164349761.jpg.chip,0
10138,82,0,0,20170111210140987.jpg.chip,0
10139,80,0,0,20170117175258116.jpg.chip,1
10140,26,1,0,20170112235918563.jpg.chip,0
10141,24,0,1,20170113132717504.jpg.chip,0
10142,36,0,0,20170117091125717.jpg.chip,2
10143,4,0,1,20170116153056871.jpg.chip,0
10144,48,1,0,20170110154607979.jpg.chip,0
10145,10,1,0,20170109204859493.jpg.chip,0
10146,30,0,0,20170117141919242.jpg.chip,0
10147,60,0,0,20170117192255540.jpg.chip,1
10148,30,0,0,20170117130634587.jpg.chip,2
10149,26,1,3,20170119193139298.jpg.chip,0
10150,24,0,3,20170117150043934.jpg.chip,0
10151,63,0,0,20170104212616357.jpg.chip,0
10152,61,0,0,20170120225135009.jpg.chip,0
10153,52,0,1,20170117171005861.jpg.chip,0
10154,40,0,0,20170117000307465.jpg.chip,0
10155,27,0,3,20170119193156857.jpg.chip,0
10156,22,1,3,20170104223113527.jpg.chip,2
10157,21,1,3,20170117142547194.jpg.chip,0
10158,57,0,0,20170105184101967.jpg.chip,1
10159,25,0,3,20170119152752375.jpg.chip,0
10160,63,0,0,20170109011137735.jpg.chip,0
10161,26,1,0,20170103181123449.jpg.chip,2
10162,43,0,0,20170119204527446.jpg.chip,0
10163,30,0,0,20170117143352248.jpg.chip,0
10164,40,0,3,20170119175325322.jpg.chip,0
10165,1,0,2,20161219203724580.jpg.chip,1
10166,1,1,0,20170109190844250.jpg.chip,0
10167,25,1,1,20170116001921217.jpg.chip,0
10168,1,0,2,20161219200004228.jpg.chip,0
10169,7,1,3,20161220222848971.jpg.chip,0
10170,35,0,3,20170119201410901.jpg.chip,1
10171,24,1,3,20170119152515392.jpg.chip,0
10172,11,0,0,20170110220408722.jpg.chip,1
10173,54,0,4,20170104212531845.jpg.chip,0
10174,84,1,0,20170120230246475.jpg.chip,2
10175,3,1,0,20170109191958848.jpg.chip,0
10176,45,0,0,20170117180830778.jpg.chip,0
10177,39,0,1,20170116202008001.jpg.chip,1
10178,50,0,3,20170119205421127.jpg.chip,0
10179,6,1,4,20161221195807162.jpg.chip,0
10180,54,0,0,20170111210520573.jpg.chip,2
10181,2,0,0,20170110213051007.jpg.chip,0
10182,35,0,3,20170119201245052.jpg.chip,0
10183,35,0,1,20170113134711160.jpg.chip,1
10184,24,0,0,20170116220755400.jpg.chip,0
10185,61,0,3,20170109015533502.jpg.chip,0
10186,36,1,0,20170117183334597.jpg.chip,0
10187,36,0,3,20170119183728238.jpg.chip,1
10188,58,1,0,20170113210319682.jpg.chip,1
10189,32,0,0,20170114034605240.jpg.chip,1
10190,32,0,1,20170113151844984.jpg.chip,0
10191,27,0,1,20170117164420634.jpg.chip,0
10192,8,0,4,20170103200427437.jpg.chip,0
10193,35,1,0,20170104165729457.jpg.chip,0
10194,3,1,4,20161221193144389.jpg.chip,0
10195,18,1,4,20161223230852802.jpg.chip,0
10196,63,0,3,20170105180931239.jpg.chip,0
10197,39,1,1,20170116224200976.jpg.chip,1
10198,51,1,0,20170109142258293.jpg.chip,0
10199,25,0,0,20170117134757190.jpg.chip,0
10200,11,1,1,20170114033545468.jpg.chip,2
10201,60,1,0,20170110143332456.jpg.chip,0
10202,26,0,1,20170113151548832.jpg.chip,0
10203,28,1,0,20170117122009585.jpg.chip,1
10204,16,1,0,20170109214444528.jpg.chip,0
10205,14,0,0,20170110231557039.jpg.chip,0
10206,26,0,1,20170117200108853.jpg.chip,0
10207,62,1,0,20170110140759145.jpg.chip,0
10208,28,1,1,20170112204819027.jpg.chip,2
10209,31,0,2,20161219192759515.jpg.chip,2
10210,2,1,0,20170109191147581.jpg.chip,0
10211,89,1,0,20170110183446677.jpg.chip,0
10212,38,1,1,20170116154709016.jpg.chip,0
10213,25,0,0,20170117193028403.jpg.chip,0
10214,16,0,1,20170113155247627.jpg.chip,0
10215,25,1,1,20170117142853127.jpg.chip,0
10216,32,0,3,20170120221502100.jpg.chip,0
10217,21,1,2,20170116175226250.jpg.chip,1
10218,54,1,1,20170120223626558.jpg.chip,2
10219,3,0,1,20170110213758644.jpg.chip,2
10220,40,1,0,20170117180655625.jpg.chip,0
